,Country,Year,Score,Low,High,Economy,Family,Health,Freedom,Trust,Generosity,Dystopia,Ind 1,Ind 2,Ind 3,Ind 4,Ind 5,Ind 6,Ind 7,Ind 8,Ind 9,Ind 10,Ind 11,Ind 12,Ind 13,Ind 14,Ind 15,Ind 16,Ind 17,Ind 18,Ind 19,Ind 20,Ind 21,Ind 22,Ind 23,Ind 24,Ind 25,Ind 26,Ind 27,Ind 28,Ind 29,Ind 30,Ind 31,Ind 32,Ind 33
64,Burundi,2016,2.905,2.732,3.078,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.10404,7.58847713470459,,-3.93151787913449,-6.89685532374068,5.17552163934371,-2.649011924,90.1197882258195,42.248,,,,,10.788,,,,,2959185295.39019,-0.600019999969277,-1.04831213964206,,,22.8,63.9,10524117.0,32.13206,49.66066,,27830.0,,23.0561784121918,,
65,Burundi,2017,2.90499997138977,2.73530960977077,3.07469033300877,0.091622568666935,0.629793584346771,0.151610791683197,0.0599007532000542,0.0841479450464249,0.204435184597969,1.68302416801453,,97.31768,,,,,90.6828165379212,,,,,,,,,,,3172416146.3921,0.500009999947835,,,,22.1,61.2,10864245.0,28.02967,49.61434,,27830.0,,,,
66,Cambodia,2015,3.819,3.76831,3.86969,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,47.5657386779785,95.28891,6.6920556926917,4.99486404670553,2.00537701824782,17.68192462,55.572952126857,23.682,,,,,6.109,,,11.5969699894276,19.15212272,18049954289.4229,7.03608717929632,17.7968726347933,92.21236,9.22442341883539,16.3,32.0,15517635.0,,45.52116,64.9237759106607,181040.0,14.168238028712,127.86406699658,,
67,Cambodia,2016,3.907,3.798,4.016,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,1.31573,49.7706565856934,92.78161,7.94135089217676,6.26539565761513,2.00537701824782,17.82891158,55.3992529338044,23.296,,,,,6.055,,,12.9896420554064,,20016747754.0192,6.86309209821934,18.6702663323735,,7.04661444881387,15.6,30.6,15762370.0,,42.53404,,181040.0,15.2611080376218,126.950028975988,,
68,Cambodia,2017,4.16800022125244,4.05748262897134,4.27851781353354,0.601765096187592,1.00623834133148,0.429783403873444,0.633375823497772,0.0681059509515762,0.385922968387604,1.04294109344482,,90.56157,,,,,55.4987517156199,,,,,,,,,,,22158209502.6391,7.09986594968245,21.4177326724002,,6.33708776468134,14.9,29.2,16005373.0,,41.66267,,181040.0,,124.894724686319,,
69,Cameroon,2015,4.252,4.20522,4.29878,0.4225,0.88767,0.23402,0.49309,0.05786,0.20618,1.95071,58.8651008605957,,5.6134341836844,2.86322776344781,2.68,16.89675308,85.8683837080978,36.837,,,,,10.348,,,,7.89886741,30916218544.4404,5.6514637436283,17.0461738234399,,3.0767372582888,26.5,90.1,22834522.0,19.86712,41.46571,76.5384004118885,475440.0,,49.8692069982459,,
70,Cameroon,2016,4.513,4.417,4.609,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,2.5198,60.0747680664063,95.2740199999999,2.49229324078179,-0.151727739509965,2.68,16.79770846,85.4205882355268,36.3,,,,,10.076,,,,,32621535418.9031,4.64848155096477,17.8823311934688,,5.00753727779788,26.1,86.8,23439189.0,19.25706,42.73541,,475440.0,,43.2045179184235,,
71,Cameroon,2017,4.69500017166138,4.5934594860673,4.79654085725546,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.0513066314160824,0.236298456788063,2.3336455821991,,95.20049,,,,,84.8091302001784,,,,,,,,,,,34922782310.6416,3.54908731821561,18.907725132614,,6.4658419762392,25.5,84.0,24053727.0,,44.61321,,475440.0,,41.1899669442148,,
72,Canada,2015,7.427,7.39147,7.462529999999999,1.32629,1.32261,0.90563,0.63297,0.32957,0.45811,2.45176,100.0,99.5981,-1.5779244274114,-2.3941550972371,4.93,20.35824587,47.3310123302842,10.8,,,,,7.5,,,17.0391561327799,,1559623393038.66,1.00088249407992,21.6388099519227,,0.259308217969647,3.6,5.3,35832513.0,,,22.0253592107108,9984670.0,12.3159880315463,65.5277353225282,6.9064998626709,
73,Canada,2016,7.404,7.335,7.473,1.44015,1.0961,0.8276,0.5737,0.31329,0.44834,2.70485,100.0,99.9622399999999,0.821038218693502,-0.380239567903956,4.93,19.59708747,48.2439168641162,10.8,,,,,7.5,,,17.3365738052357,,1535767736946.18,1.41410274557691,20.7118524828716,,0.481523908401257,3.5,5.2,36264604.0,,,,9984670.0,12.1758422721427,64.352107043654,6.99889993667603,
74,Canada,2017,7.31599998474121,7.24759713411331,7.38440283536911,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.287371516227722,0.435539722442627,2.18726444244385,,,,,,,49.2745916815509,,,,,,,,,17.3116528234479,,1653042795255.04,3.04735068075965,21.4158587441626,,3.11435038597587,3.5,5.1,36708083.0,,,,9984670.0,12.1518412615245,64.0626529567679,6.33970022201538,
75,Chad,2015,3.667,3.6287,3.7053,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296,7.7,,-6.90797719892869,-9.83159453620766,1.76679083894578,,100.169501091262,43.864,,,,,13.217,,,,14.89037545,10945989471.6286,2.7676756848447,21.5347632823602,38.77242,-2.49999992488014,35.9,130.8,14009413.0,27.45229,55.54179,89.357395570733,1284000.0,,66.5641643497065,,
76,Chad,2016,3.763,3.672,3.854,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,2.30637,8.83089828491211,,-11.1288286093578,-13.8537111562103,1.76679083894578,,99.42601630728,43.331,,,,,12.953,,,,,10090922857.3905,-6.25552708545281,20.412692486631,30.79161,-2.10318047290033,35.4,126.9,14452543.0,28.44071,56.88788,,1284000.0,,63.2969251336898,,
77,Chad,2017,3.93600010871887,3.83728869348764,4.0347115239501,0.438012987375259,0.953855872154236,0.0411347150802612,0.16234202682972,0.0535818822681904,0.216113850474358,2.07123804092407,,,,,,,98.524734126642,,,,,,,,,,,9871247731.89787,-2.95377154892373,14.6171771667247,,,34.8,123.2,14899994.0,,,,1284000.0,,74.3534806822137,,
78,Chile,2015,6.67,6.612,6.728,1.10715,1.12447,0.85857,0.44132,0.12869,0.33363,2.67585,99.714844,91.63367,3.13534190909775,2.2708834915057,4.57,21.95881464,45.4704862739092,13.437,,,,,6.066,25.61475,29.36544,21.6438045222586,0.00146849,243999477737.94,2.30525713839252,23.560851970379,99.3539399999999,0.334289776609921,5.3,7.9,17762681.0,19.44185,18.3778,24.8825542739544,756096.015625,17.4380140795419,58.9528438182819,,
79,Chile,2016,6.705,6.615,6.795,1.2167,0.90587,0.81883,0.37789,0.11451,0.31595,2.95505,100.0,92.94523,2.0703508943615,1.23216000033321,4.57,20.78542163,45.5537828614934,13.281,,,,,6.115,28.08302,29.06897,22.2013519159478,,250036180921.053,1.26586760300135,23.1002929476878,,-2.35976747508863,5.2,7.7,17909754.0,,,,756700.0,17.4174411372888,55.5127031940354,6.73820018768311,
80,Chile,2017,6.65199995040894,6.56474934071302,6.73925056010485,1.25278460979462,1.28402495384216,0.819479703903198,0.376895278692245,0.0822879821062088,0.326662421226501,2.50958585739136,,,,,,,45.7794571625146,,,,,,,,,22.4150112049615,,277075944401.941,1.48990600446166,23.7638606354505,,1.62958250960297,5.0,7.4,18054726.0,,,,756700.0,17.4608726757044,55.6950807258162,6.95809984207153,
81,China,2015,5.14,5.11576,5.1642399999999995,0.89012,0.94675,0.81658,0.51697,0.02781,0.08185,1.8604,100.0,,6.89918282016373,6.35736653933343,1.79,48.57642187,37.6684921504844,12.07,,,,,7.11,,,16.4252218844375,0.00793736,11064666282625.5,6.90020481672437,47.4253807496709,,,5.5,10.8,1371220000.0,13.81544,16.29441,12.4133525698911,9562911.25,9.37428211590801,39.45306552453,,
82,China,2016,5.245,5.199,5.291,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,2.17087,100.0,,6.04962268997431,5.47693865075749,1.79,46.23855895,38.549146051708,12.0,,,,,7.3,,,8.52763623992999,,11190992550229.5,6.69999999999993,46.2186800616607,,,5.1,10.0,1378665000.0,13.49871,16.54936,,9562910.0,9.15738553603272,37.03381667784,,
83,China,2017,5.27299976348877,5.2267214372009,5.31927808977663,1.08116579055786,1.16083741188049,0.741415500640869,0.472787708044052,0.0227942746132612,0.0288068410009146,1.76493859291077,,,,,,,39.5054214508848,,,,,,,,,,,12237700479375.0,6.90000000000013,47.3531853277819,,,4.7,9.3,1386395000.0,13.30917,16.59383,,9562910.0,,37.8033995957306,3.90000009536743,
84,Colombia,2015,6.477,6.42649,6.52751,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,2.85737,98.186898,93.16819,4.37007532698514,3.424841668241,3.42476124014368,18.88678957,45.61503923047,15.479,,,,,5.942,36.72368,35.40608,27.5261000208776,4.00888828,293481748240.779,2.95594590662741,16.7133511952399,98.53473,2.01168765954986,8.6,15.7,48228697.0,26.47999,24.23937,23.5647575160943,1141748.984375,14.994244133159,38.3607641184453,8.29899978637695,
85,Colombia,2016,6.481,6.384,6.578,1.03032,1.02169,0.59659,0.44735,0.05399,0.15626,3.17471,99.0044555664063,93.58118,1.64420513570143,0.756897912880248,3.42476124014368,19.50975647,45.3930293588412,15.198,,,,,6.009,35.98056,34.68962,29.9174060749389,,282856115393.175,1.96261426732217,16.4199301520934,98.66831,2.78086763070078,8.3,15.2,48653419.0,26.18799,24.31808,,1141748.984375,13.195965441608,35.9199284157351,8.69180011749268,
86,Colombia,2017,6.35699987411499,6.26197969406843,6.45202005416155,1.07062232494354,1.4021829366684,0.595027923583984,0.477487415075302,0.0466687418520451,0.149014472961426,2.61606812477112,,93.68701,,,,,45.1922740035789,,,,,,,36.40176,38.72857,,,314457601859.523,1.78919254621353,17.0018640438413,,-1.97109054990054,8.0,14.7,49065615.0,26.01138,23.60132,,1141748.984375,,34.2583641512139,8.8725004196167,
87,Costa Rica,2015,7.226,7.18146,7.27054,0.95578,1.23788,0.86027,0.63376,0.10583,0.25497,3.17728,99.409804,96.51653,5.81400347826752,4.70747801681888,7.07150884407115,15.49926507,45.3693244351345,14.525,,,,,4.882,36.83827,33.68089,29.4233449364172,0.01413609,54775994478.4981,3.63173144148803,17.564404639205,,-5.09096637406434,6.1,9.4,4807852.0,13.9521,12.6763,38.7334138821774,51100.0,13.6570929886332,62.518296399044,,
88,Costa Rica,2016,7.087,6.999,7.175,1.06879,1.02152,0.76146,0.55225,0.10547,0.22553,3.35168,100.0,96.79008,4.9130221992979,3.84554867749662,7.07150884407115,15.87062489,45.2005220586521,14.289,,,,,4.941,34.0248,31.99655,27.9489217330143,,57157992434.219,4.24598987825375,18.6409024919893,,4.51430657561889,6.0,9.2,4857274.0,12.73154,11.97865,,51100.0,13.9101012473746,63.9275351985885,,
89,Costa Rica,2017,7.0789999961853,6.98988832607865,7.16811166629195,1.10970628261566,1.41640365123749,0.759509265422821,0.580131649971008,0.100106589496136,0.214613229036331,2.89863920211792,,,,,,,45.1692695387034,,,,,,,28.92008,31.69431,,,57285984447.7113,3.28046452829018,18.4570270319751,,3.40844336805523,5.9,9.0,4905769.0,,,,51100.0,,66.2646152486654,,
90,Croatia,2015,5.759,5.71506,5.80294,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.75414,100.0,98.34581,3.5465127411731,4.40336449164764,4.5253855271505,24.57565539,50.8549190908664,8.9,,,,,12.9,,,,0.01213789,49490142433.1046,2.4005918833643,22.3730417690784,,4.60479788435325,3.1,4.8,4203604.0,7.03333,13.702,33.1274666358571,56590.0,,93.904974524731,16.175199508667,
91,Croatia,2016,5.488,5.402,5.574,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,2.52462,100.0,97.64825,-0.726770678600047,-0.0310362482020281,4.5253855271505,23.26896758,51.5350073147446,9.0,,,,,12.3,,,,,51640880494.2725,3.53612954934364,23.5500127429046,,5.96286439621139,3.0,4.7,4174349.0,6.73221,13.50611,,56590.0,,94.6927092915316,13.1034002304077,
92,Croatia,2017,5.29300022125244,5.19422323793173,5.39177720457315,1.22255623340607,0.96798300743103,0.701288521289825,0.255772292613983,0.0431031100451946,0.248002976179123,1.85449242591858,,,,,,,52.4687806156181,,,,,,,,,,,55213087270.6341,2.92136338306072,23.1750299056232,,1.85348281848654,2.9,4.6,4125700.0,,,,56590.0,,99.9249238065866,11.2081003189087,
93,Cyprus,2015,5.689,5.6332,5.7448,1.20813,0.89318,0.92356,0.40672,0.06146,0.30638,1.88931,100.0,97.82834,7.4435642886382,7.44339567002848,6.19592786644448,12.70479294,42.3046044285373,10.984,,,,,6.842,32.20746,41.3118,38.7517877247969,1.34005482,19680625485.1946,1.9623040096572,14.3995667760997,,5.73302993587281,1.7,2.9,1160985.0,10.35338,11.91513,9.9420660163921,9250.0,24.0904721171282,128.823251636142,14.9083995819092,
94,Cyprus,2016,5.546,5.442,5.65,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906,2.04497,100.0,,-0.444509229678729,-1.04574810178471,6.19592786644448,11.6358092,42.8476381384424,10.834,,,,,6.893,,,36.07045894582,,20453761061.9469,4.81218762402544,16.0196212047463,,12.659660694821,1.6,2.8,1170125.0,,,,9250.0,23.9689132621605,129.6708526679,12.9497995376587,
95,Cyprus,2017,5.62099981307983,5.5273069268465,5.71469269931316,1.35593807697296,1.13136327266693,0.84471470117569,0.355111539363861,0.0412379764020443,0.271254301071167,1.62124919891357,,,,,,,43.3620004424037,,,,,,,,,,,22054225828.2623,4.23141452373656,16.7150036891469,,9.46326457198856,1.6,2.7,1179551.0,,,,9250.0,,133.574711868425,11.0515003204346,
96,Czech Republic,2015,6.505,6.4633199999999995,6.54668,1.17898,1.20643,0.84483,0.46364,0.02652,0.10686,2.67782,100.0,,,,3.92681744045241,29.17360895,49.5333030184828,10.5,,,,,10.5,13.28089,29.80452,33.4067121968117,,186829940545.759,5.30923851909814,33.9545187403322,,5.20455786837992,1.6,3.1,10546059.0,,,14.8285619496241,78870.0,14.5558221526125,156.099863722896,5.04640007019043,
97,Czech Republic,2016,6.596,6.515,6.677,1.30915,1.00793,0.76376,0.41418,0.03986,0.09929,2.96211,100.0,,,,3.92681744045241,28.68761472,50.9527539583137,10.7,,,,,10.2,,,32.9438913610043,,195305084919.138,2.593326020384,33.8232102303676,,7.01406637784088,1.7,3.2,10566332.0,,,,78870.0,14.6586385767319,151.598767294333,3.9514000415802,
98,Czech Republic,2017,6.60900020599365,6.5341379493475,6.68386246263981,1.35268235206604,1.43388521671295,0.754444003105164,0.490946173667908,0.0368729270994663,0.0881067588925362,2.45186185836792,,,,,,,52.4413256967706,,,,,,,,,,,215725534372.371,4.28907894123351,33.5503657439649,,6.97157646570557,1.7,3.3,10591323.0,,,,78870.0,,151.696096986003,2.88980007171631,
99,Denmark,2015,7.527,7.49372,7.5602800000000006,1.32548,1.36058,0.87464,0.64938,0.48357,0.34139,2.49204,100.0,98.69377,1.82202391313257,1.10526351590492,7.8318956765332,27.91040882,55.9833595296141,10.2,,,,,9.2,,,40.6432711034637,,301298464861.385,1.60660899433877,27.2612016725305,,0.904029111315708,3.1,4.2,5683483.0,,,33.1702771730605,42920.0,33.9459466392516,104.058935192402,6.16830015182495,
100,Denmark,2016,7.526,7.46,7.592,1.44178,1.16374,0.79504,0.57941,0.44453,0.36171,2.73939,100.0,99.0209,0.463064422866751,-0.317890720290649,7.8318956765332,27.59938391,56.3115025198636,10.8,,,,,9.2,,,39.2313120957694,,306899653409.601,1.96407712946747,27.1714581391139,,5.38470228370815,3.1,4.3,5728010.0,,,,42920.0,33.7391007191807,100.974122466919,6.18069982528687,
101,Denmark,2017,7.52199983596802,7.46227160707116,7.58172806486487,1.48238301277161,1.55112159252167,0.792565524578094,0.626006722450256,0.40077006816864,0.355280488729477,2.31370735168457,,,,,,,56.6476242088004,,,,,,,,,,,324871968807.469,2.24013892207479,28.0635123386144,,1.83182502216084,3.1,4.3,5769603.0,,,,42920.0,,103.361995622571,5.74270009994507,
102,Dominican Republic,2015,4.885,4.81054,4.95946,0.89537,1.17202,0.66825,0.57672,0.14234,0.21684,1.21305,98.560364,88.74777,10.5282575602072,9.24171395593069,2.51925224689344,22.46326501,57.7573699138525,20.513,,,,,6.081,,,15.7255052364991,7.30715349,68802092020.9448,7.03337106918114,17.6722337562312,97.61406,4.1162776356294,21.2,31.6,10528394.0,22.09344,18.29098,16.480109206897,48670.0,13.2499960312919,53.9379181016125,,
103,Dominican Republic,2016,5.155,5.037,5.273,1.02787,0.99496,0.57669,0.52259,0.12372,0.21286,1.69626,100.0,87.76939,6.45669210328525,5.25307505801138,2.51925224689344,22.61389928,57.3458489447249,20.17,,,,,6.102,,,16.8944544244885,,72342967648.3354,6.61220822292972,17.9470293007111,98.83941,4.23848120904226,20.7,30.8,10648791.0,,18.52102,,48670.0,13.5068443726483,53.8373648241106,,
104,Dominican Republic,2017,5.23000001907349,5.11093915298581,5.34906088516116,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.113945253193378,0.186967849731445,1.31946516036987,,,,,,,56.9344731769828,,,,,,,,,16.8596992841301,,75931656814.657,4.55181513818401,18.5730211867301,,3.29761031143762,20.1,29.9,10766998.0,,,,48670.0,13.7142105641633,52.9207014519019,5.83169984817505,
105,Ecuador,2015,5.975,5.92972,6.02028,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942,98.825883,97.96475,0.404303792556689,-1.09610431978174,3.93,24.92642325,55.5778055356451,20.477,,,,,5.127,23.25516,12.11141,,0.39630956,99290381000.0,0.0988726083462836,24.1426639303559,99.1262,-0.807951651039019,7.9,15.1,16144368.0,23.02677,24.70055,13.8166859421647,256370.0,,45.243877148583,3.61570000648499,
106,Ecuador,2016,5.976,5.88,6.072,0.97306,0.85974,0.68613,0.4027,0.18037,0.10074,2.77366,99.9368133544922,98.1926299999999,-3.58034832473886,-4.9967727276303,3.93,27.13474911,55.2968223188994,20.175,4.57627219936046,20.9324514461252,72.5754808894,67.0504011700022,5.121,,,,,99937696000.0,-1.22638398463877,25.4672771323445,99.0571099999999,-0.880360444797816,7.7,14.8,16385068.0,22.34845,25.10571,,256370.0,,38.5213403358829,4.59700012207031,
107,Ecuador,2017,6.00799989700317,5.91015211865306,6.10584767535329,1.00082039833069,1.28616881370544,0.685636222362518,0.4551981985569,0.140134647488594,0.150112465023994,2.29035258293152,,97.90291,,,,,55.1381156282947,,,,,,,,,,,104295862000.0,2.36838652633651,25.5241737203342,,3.56933316972858,7.5,14.5,16624858.0,21.94529,25.09592,,256370.0,,42.4217213910174,3.83619999885559,
108,El Salvador,2015,6.13,6.0738199999999996,6.18618,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,3.035,95.4,87.0022,3.17020172613636,2.65881896301082,3.46968374814644,10.78788789,56.8354922254046,18.69,,,,,6.691,40.6445,31.77691,23.0307713873765,2.10135279,23166030400.0,2.37762910510367,-2.49131849537761,97.94933,3.31118222985187,7.6,15.5,6312478.0,30.84663,29.69441,24.400769994085,21040.0,16.9495352795099,76.1186085640292,3.99990010261536,111.345097028019
109,El Salvador,2016,6.068,5.967,6.169,0.8737,0.80975,0.596,0.37269,0.10613,0.08877,3.22134,98.618896484375,85.5346,1.29848137263463,0.783680529764098,3.46968374814644,12.22090981,55.9675760052606,18.538,,,,,6.725,47.18061,35.26749,23.4788824866029,,23912227500.0,2.58057746976483,-1.12341060656102,98.00859,1.30633539554906,7.3,15.0,6344722.0,29.31611,28.26087,,21040.0,17.5574123971094,71.9600045625193,4.41830015182495,108.445562001651
110,El Salvador,2017,6.00299978256226,5.89736444279552,6.108635122329,0.909784495830536,1.18212509155273,0.596018552780151,0.432452529668808,0.0899809598922729,0.0782579854130745,2.7145938873291,,81.2994499999999,,,,,55.4010794995473,,,,,,,,,25.018010326671,,24805439600.0,2.32259725458042,-0.382780557535437,,3.44717653165847,7.1,14.5,6377853.0,27.82175,28.27102,,21040.0,17.8781077136404,72.5479180784202,4.38500022888184,
111,Estonia,2015,5.429,5.388870000000001,5.46913,1.15174,1.22791,0.77361,0.44888,0.15184,0.0868,1.58782,100.0,93.56631,1.82043998454229,1.75371598256673,5.10963307305955,27.46132529,53.7333370732152,10.6,,,,,11.6,23.86188,25.89992,36.5938182985703,0.20767306,22566956982.229,1.67428662282916,27.8171861103312,,1.98227581311427,1.4,3.1,1315407.0,,,27.4768334658828,45340.0,21.9701991856671,153.210232763911,6.18660020828247,
112,Estonia,2016,5.517,5.437,5.597,1.27964,1.05163,0.68098,0.41511,0.18519,0.08423,1.81985,100.0,93.68565,2.97349386744645,2.94352035484091,5.10963307305955,26.65831779,54.6705379655697,10.7,,,,,11.7,,,37.2347741593805,,23337907618.5174,2.06326278488234,26.5183678431392,,-0.198606774454575,1.3,2.9,1315790.0,8.78266,11.26704,,45340.0,22.4303504280013,154.102849661032,6.76170015335083,
113,Estonia,2017,5.61100006103516,5.53386024788022,5.68813987419009,1.32087934017181,1.47667109966278,0.695168316364288,0.479131430387497,0.183248922228813,0.0988908112049103,1.35750865936279,,,,,,,55.8110529813012,,,,,,,,,,,25921079612.3337,4.85413682907068,28.420820210877,,3.94470004740302,1.2,2.7,1315480.0,,,,45340.0,,151.580848491876,5.76039981842041,
114,Ethiopia,2015,4.512,4.4742,4.549799999999999,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,33.4185905456543,86.01903,9.27996012218179,6.5376394441279,2.88,29.66242992,82.1200039373342,32.299,,,,,6.997,27.45268,18.13888,,15.30130949,64464547915.2698,10.3924630202334,19.7417760345793,,18.2226440640244,30.8,64.2,99873033.0,,,92.163461141348,1104300.0,,39.6561241449515,,
115,Ethiopia,2016,4.508,4.425,4.591,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2.65614,42.9,,8.32568623100238,5.64919121954502,2.88,28.30208604,80.5242358915546,31.779,,,,,6.825,,,,,73000980433.9486,7.56176669205257,22.3759908180035,,18.3902012789666,29.8,61.2,102403196.0,,,,1104300.0,,35.5063366286527,,
116,Ethiopia,2017,4.46000003814697,4.377271399647,4.54272867664695,0.339233845472336,0.86466920375824,0.353409707546234,0.408842742443085,0.165455713868141,0.312650740146637,2.01574373245239,,,,,,,78.8264882910686,,,,,,,,,,,80561496133.9172,10.245810850259,24.1420060044635,,17.4108004855573,28.9,58.5,104957438.0,,,,1104300.0,,31.450646941089,,
117,Finland,2015,7.406,7.3746,7.437399999999999,1.29025,1.31826,0.88911,0.64169,0.41372,0.23351,2.61955,100.0,99.19243,1.94971902113841,1.61446551366818,6.65547681525914,20.03323117,57.8657266131337,10.1,,,,,9.6,20.24408,37.46822,40.5803324364039,0.00106115,232464833065.554,0.135082255444829,20.2987538405756,,-1.3137858989341,1.7,2.4,5479531.0,,,43.2352625898503,338446.015625,20.6789946756741,73.459953054331,9.37590026855469,
118,Finland,2016,7.413,7.351,7.475,1.40598,1.13464,0.81091,0.57104,0.41004,0.25492,2.82596,100.0,99.12349,2.51746357479779,2.22322949243659,6.65547681525914,20.41179139,59.1234993772953,9.6,,,,,9.8,,,39.9192670074569,,238677672281.611,2.13538181526189,20.855714106955,,1.85517439356968,1.8,2.3,5495303.0,13.24117,13.32179,,338450.0,21.0007739615244,72.8075338434373,8.81840038299561,
119,Finland,2017,7.4689998626709,7.41045764952898,7.52754207581282,1.44357192516327,1.5402467250824,0.80915766954422,0.617950856685638,0.38261154294014,0.24548277258873,2.4301815032959,,,,,,,60.3464468238253,,,,,,,,,,,251884887972.766,2.63425474595638,22.3615572516352,,4.54817685397218,1.8,2.3,5511303.0,,,,338450.0,,76.7163858591101,8.64019966125488,
120,France,2015,6.575,6.53988,6.61012,1.27778,1.26038,0.94579,0.55011,0.20646,0.12332,2.21126,100.0,98.98406,2.36131204060629,1.93511147229823,4.94569177179241,20.46027532,59.2447436227006,12.0,,,,,8.9,20.71524,43.40305,48.4046356676031,0.0,2438207896251.84,1.06746164702885,22.1458748780949,,1.10648129656848,2.4,4.2,66593366.0,,,13.4992623166677,549086.9921875,23.1817040508872,61.7516939345861,10.3593997955322,
121,France,2016,6.478,6.397,6.559,1.39488,1.00508,0.83795,0.46562,0.17808,0.1216,2.4744,100.0,99.10915,1.82134528416094,1.41563926935109,4.94569177179241,20.3070657,60.0524272863093,11.7,,,,,8.8,,,48.2540357754397,,2465134297438.91,1.1876503808742,21.8678092838092,,1.50418366805378,2.4,4.2,66859768.0,,,,549086.9921875,23.1451317617412,61.1288953265056,10.0567998886108,
122,France,2017,6.44199991226196,6.36823202207685,6.51576780244708,1.43092346191406,1.38777685165405,0.844465851783752,0.470222115516663,0.172502428293228,0.129762306809425,2.00595474243164,,,,,,,60.7763026478441,,,,,,,,,,,2582501307216.42,1.81940018089266,22.3569787559917,,1.48553878208885,2.4,4.2,67118648.0,,,,549086.9921875,,62.8660320591001,9.3971996307373,
123,Gabon,2015,3.896,3.85053,3.94147,1.06024,0.90528,0.43372,0.31914,0.11091,0.06822,0.99895,90.3074722290039,,8.14551699098807,5.09407287511092,3.06,,67.4371256861697,30.089,,,,,7.818,,,,0.82101428,14377324797.637,3.8788993950789,47.3451918435789,,-1.60468696499787,22.5,52.5,1930175.0,,,82.0078436860573,267670.0,,73.9497814588281,,
124,Gabon,2016,4.121,4.03,4.212,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,1.45332,91.3955001831055,,2.23991296308003,-0.322093396198866,3.06,,67.624203487299,29.512,,,,,7.616,,,,,14014369641.7689,2.09144220829562,44.9195745615957,,4.95723792430569,22.0,50.1,1979786.0,,,,267670.0,,70.1333810645308,,
125,Gabon,2017,4.46500015258789,4.37263853952289,4.5573617656529,1.1982102394104,1.1556202173233,0.356578588485718,0.312328577041626,0.0760467872023582,0.0437853783369064,1.32291626930237,,,,,,,67.651424526779,,,,,,,,,,,15013950984.084,0.495319116004509,47.2904208474087,,-4.0945067108571,21.5,48.3,2025137.0,,,,267670.0,,75.1035302343124,,
126,Georgia,2015,4.297,4.25479,4.33921,0.7419,0.38562,0.72926,0.40577,0.38331,0.05547,1.59541,99.9934997558594,99.61905,3.388265878344,3.66362673282615,1.76,19.77261155,49.9908401924286,13.795,,,,,13.252,,,25.6899929380987,2.54069075,13993546747.7492,2.88031881486216,13.9719102407417,,-1.15910301718696,7.9,12.1,3717100.0,7.24706,9.01662,28.662538805976,69700.0,23.774107708442,107.008183481109,14.0799999237061,
127,Georgia,2016,4.252,4.164,4.34,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,1.87031,100.0,99.6259199999999,1.68958564014578,1.62943531927671,1.76,20.88756607,50.7798447242865,13.499,,,,,13.228,,,25.689678597324,,14378016729.1587,2.84897337602513,17.0061037924404,,4.20124742410212,7.2,11.4,3719300.0,7.44399,8.82638,,69700.0,23.4709470613726,102.92960091532,13.9700002670288,
128,Georgia,2017,4.28599977493286,4.19706558406353,4.37493396580219,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.251666635274887,0.0540088154375553,1.50013780593872,,99.26132,,,,,51.6220310692475,,,,,,,,,24.7633751956788,,15081338092.2875,4.83323052690004,20.4238912747463,,3.0321562214213,6.7,10.8,3717100.0,7.39342,9.01533,,69700.0,23.7572086722193,112.514219317545,13.9300003051758,
129,Germany,2015,6.75,6.73152,6.76848,1.32792,1.29937,0.89186,0.61477,0.21843,0.28214,2.11569,100.0,99.81046,2.85777857154585,1.97117925690678,4.51119928971347,27.16876491,52.0596259289746,9.0,,,,,11.3,12.93305,41.85471,27.9091551262465,,3375611100742.22,1.74320539365993,27.1423455390732,,1.92393338321575,2.3,3.9,81686611.0,12.13371,12.22305,14.2062526977772,357408.984375,11.3681599395463,85.755786637754,4.62419986724854,
